,date,new_tweet
16,10/20/2016 16:41,['NAME']
17,10/20/2016 16:36,"['Jio', 'blames', 'rivals', '75', 'call', 'failure', 'network', 'tech', 'http', 'wordlink', 'com', 'l', '3QEqV', 'pic', 'twitter', 'com', 'Bgjgs8ryJK']"
18,10/20/2016 16:31,"['Jio', 'free', 'voice', 'offer', 'valid', 'till', 'Dec', '3', 'Trai', 'Times', 'India', 'http', 'ow', 'ly', 'Mdep505Ewaw']"
19,10/20/2016 16:26,"['ArvindKejriwal', 'OK']"
20,10/20/2016 16:24,"['RIL', 'meets', 'Q2', 'results', 'expectations']"
21,10/20/2016 16:23,"['Trai', 'nod', 'Jio', 'free', 'offer', 'till', 'December', '3', 'http', 'dlvr', 'MVJsch']"
22,10/20/2016 16:22,"['OIO', '294O', '56O4', 'jio98i']"
23,10/20/2016 16:14,"['whitesilenxe', 'fuck', 'jio']"
24,10/20/2016 16:13,"['RIL', 'meets', 'Q2', 'results', 'expectations']"
25,10/20/2016 16:12,"['Free', 'Voice', 'Calls', 'For', 'Life', 'Offer', 'Is', 'Cleared']"
26,10/20/2016 16:11,"['jio', 'might', 'start', 'playing', 'trust', 'issues', 'gon', 'na', '100000', 'due', 'able', 'go', 'like']"
27,10/20/2016 16:09,"['Trai', 'nod', 'Jio', 'free', 'offer', 'till', 'December', '3', 'Advertising', 'http', 'bit', 'ly', '2elJqKd']"
28,10/20/2016 16:07,"['CrystalWJY', 'IF', 'YOURE', 'GON', 'NA', 'SEE', 'JIO', 'ME', 'PLS']"
29,10/20/2016 16:06,[]
30,10/20/2016 16:05,['gucci0228']
31,10/20/2016 16:04,[]
32,10/20/2016 16:04,"['Ain', 'nothing', 'like', 'weekend', 'obligations', 'Let', 'chat', 'live', 'http', 'www', 'liveme', 'com', 'media', 'play', 'vi', 'deoid', '14770026253729327543', 'area', 'A', 'US', 'countryCode', 'US', 'kid', '2', 'shareto', 'Twitter', 'pic', 'twitter', 'com', '9Lt6i5sJ6u']"
33,10/20/2016 16:04,"['Jio', 'slowest', '4G', 'service', 'India']"
34,10/20/2016 16:01,[]
35,10/20/2016 16:01,"['webstarInfotech', 'webdesign', 'webdevelopment', 'webdeveloper', 'mumbai', 'pune', 'software', 'php', 'seo', 'android', 'Jio', 'free', 'http', 'ow', 'ly', 'Bbq4505Eufp']"
36,10/20/2016 16:01,"['JioCare', 'sir', 'jio', '79826', '96071', 'already', 'telliverified', 'I', 'failed', 'verify', 'due', 'I', 'using', 'jio', 'data', 'service', 'please', 'solve']"
37,10/20/2016 16:00,"['JomiiOrtiz', 'tatan522', 'eladiocarry', 'Oreoobeatzzz', 'JAJAJAJAJA']"
38,10/20/2016 15:58,"['Ain', 'nothing', 'like', 'weekend', 'obligations', 'Let', 'chat', 'live', 'http', 'www', 'liveme', 'com', 'media', 'play', 'vi', 'deoid', '14770026253729327543', 'area', 'A', 'US', 'countryCode', 'US', 'kid', '2', 'shareto', 'Twitter', 'pic', 'twitter', 'com', 'gxoCjWUilJ']"
39,10/20/2016 15:54,"['mukeshambani13', 'sir', 'thank', 'jio', 'mother', 'also', 'able', 'use', 'internet']"
40,10/20/2016 15:54,"['Reliance', 'Jio', 'aggressive', 'free', 'call', 'offer', 'gets', 'Trai', 'clean', 'chit', 'http', 'voiceoftrust', 'reliance', 'jios', 'aggressive', 'free', 'call', 'offer', 'gets', 'trai', 'clean', 'chit', 'pic', 'twitter', 'com', 'UuansmXNjz']"
41,10/20/2016 15:48,"['NP', 'Reliance', 'Jio', 'free', 'services', 'valid', 'till', 'December', '3']"
42,10/20/2016 15:40,"['RIL', 'meets', 'Q2', 'results', 'expectations']"
43,10/20/2016 15:40,"['Jio', 'free', 'voice', 'offer', 'valid', 'till', 'Dec', '3', 'Trai', 'http', 'timesofindia', 'indiatimes', 'com', 'Jios', 'free', 'voic', 'e', 'offer', 'valid', 'till', 'Dec', '3', 'Trai', 'articleshow', '54965843', 'cms', 'utm', 'source', 'twitter', 'com', 'utm', 'medium', 'referral', 'utm', 'campaign', 'Pankaj', 'Doval']"
44,10/20/2016 15:39,"['jio', 'niceguy']"
45,10/20/2016 15:39,"['e', 'ngawa']"
46,10/20/2016 15:38,"['3', 'AkiEL']"
47,10/20/2016 15:38,"['RIL', 'invest', 'Rs', '1', 'lakh', 'cr', 'Jio', 'After', 'spent', 'Rs', '1', '5', 'lakh', 'crore', 'Reliance', 'Jio']"
48,10/20/2016 15:38,"['DTN', 'Kerala', 'RIL', 'invest', 'Rs', '1', 'lakh', 'cr', 'Jio', 'After', 'spent', 'Rs', '1', '5', 'lakh', 'crore', 'Reliance', 'Jio']"
49,10/20/2016 15:38,"['jio', 'niceguy']"
50,10/20/2016 15:38,"['FIGHTER41805508', 'kamaalrkhan', 'MeSwati001', 'history', 'main', 'jio', 'yar', 'main', 'ranbir', 'hater', 'thodi', 'hu', 'dono', 'movie', 'acha', 'kmaegi', 'khus', 'rh', 'nd', 'shivaay', 'kregi', 'ab']"
51,10/20/2016 15:38,"['tatan522', 'Jio', '001', 'https', 'twitter', 'com', 'eladiocarry', 'status', '760605837807214592']"
52,10/20/2016 15:37,"['3', 'AkiEL']"
53,10/20/2016 15:37,[]
54,10/20/2016 15:37,"['jio', 'niceguy']"
55,10/20/2016 15:37,"['RIL', 'meets', 'Q2', 'results', 'expectations']"
56,10/20/2016 15:36,"['India', 'RIL', 'meets', 'Q2', 'results', 'expectations']"
57,10/20/2016 15:35,"['RIL', 'meets', 'Q2', 'results', 'expectations']"
58,10/20/2016 15:35,"['RIL', 'meets', 'Q2', 'results', 'expectations']"
59,10/20/2016 15:33,"['RIL', 'meets', 'Q2', 'results', 'expectations']"
60,10/20/2016 15:33,"['JioCare', 'No', 'network', 'coverage', 'Shozhinganallur', 'Area', 'Earlier', 'good', 'For', 'past', 'one', 'week']"
61,10/20/2016 15:31,"['Jio', 'Video', 'Player', '1', '0', 'Device', 'iOS', 'Universal', 'Category', 'Entertainment', 'Price', 'Free', 'https', 'goo', 'gl', 'fb', 'JSjkh8', 'freeelsa']"
62,10/20/2016 15:30,"['Check', 'RIL', 'meets', 'Q2', 'results', 'expectations']"
63,10/20/2016 15:30,"['Jio', 'unlikely', 'b', 'worst', 'connection', 'like', 'reliance', 'came', 'money', 'PROFIT', 'fooling', 'Kolkata', 'badnetwork']"
64,10/20/2016 15:30,"['ETTelecom', 'Mukesh', 'Ambani', 'Reliance', 'Jio', 'blames', 'rivals', '75', 'call', 'failure', 'network', 'http', 'telecom', 'economictimes', 'indiatimes', 'com', 'news', 'mukesh', 'banis', 'reliance', 'jio', 'blames', 'rivals', '75', 'call', 'failure', 'network', '54963010']"
65,10/20/2016 15:30,"['Trai', 'test', 'Jio', '4G', 'speed', 'slowest', 'among', '5', 'cos', 'http', 'timesofindia', 'indiatimes', 'com', 'Trai', 'test', 'Jios', '4G', 'speed', 'slowest', 'among', '5', 'cos', 'articleshow', '54965799', 'cms', 'utm', 'source', 'twitter', 'com', 'utm', 'medium', 'referral', 'utm', 'campaign', 'Pankaj', 'Doval']"
66,10/20/2016 15:27,[]
67,10/20/2016 15:26,"['I', 'liked', 'YouTube', 'video', 'tamil', 'today', 'http', 'youtu', 'gic', 'AupnbZw', 'JIO', 'SIM', 'Advantages', 'Disadvantages', 'Tamil', 'Today', 'Tech', 'Review']"
68,10/20/2016 15:22,"['Im', 'posting', 'bc', 'lips', 'larger', 'self', 'esteem', 'pic', 'twitter', 'com', 'MdR81vLJBL']"
69,10/20/2016 15:17,"['Almost', 'done', 'thanks', 'Jio', 'pic', 'twitter', 'com', '3ffoPWY1vt']"
70,10/20/2016 15:17,"['HarshKapoor', 'HarshvardhanKapoor', 'At', '18th', 'Mumbaifilmfest', 'JIO', 'MumbaiFilmFestival', 'FilmFestival', 'https', 'goo', 'gl', 'pSMThj', 'pic', 'twitter', 'com', 'lOBPIRMAkd']"
71,10/20/2016 15:16,"['Google', 'Pixel', 'Phones', 'How', 'Make', 'Reliance', 'Jio', 'Work', 'Them', 'http', 'indianyouth', 'info', 'socialmedia', '93', '431', 'pic', 'twitter', 'com', 'pM9TGIqXKO']"
72,10/20/2016 15:14,"['Generate', 'Multiple', 'JIO', 'Barcode', 'In', 'Single', 'Smartphone', 'In', 'video', 'learn', 'generate', 'jio', 'http', 'www', 'comp', 'net', 'generate', 'multi', 'ple', 'jio', 'barcode', 'single', 'smartphone', '2']"
73,10/20/2016 15:14,"['Reliance', 'Jio', 'Free', 'Tariffs', 'Are', 'Fully', 'Compliant', 'With', 'Regulatory', 'Norms', 'TRAI', 'http', 'indianyouth', 'info', 'socialmedia', '93', '423', 'pic', 'twitter', 'com', 'bS7DiEduzJ']"
74,10/20/2016 15:13,"['Jio', 'night', 'unlimited', 'internet', 'fake', 'http', 'youtu', 'ZF9dDxMb0', 'M', 'via', 'YouTube']"
75,10/20/2016 15:11,"['Jio', 'https', 'shindanmaker', 'com', 'pic', '671172', 'dn', 'wct', 'https', 'shindanmaker', 'com', '671172']"
76,10/20/2016 15:11,"['Harshvardhan', 'Kapoor', 'At', '18th', 'Jio', 'MAMI', 'Mumbai', 'Film', 'Festival', 'https', 'youtu', 'l4xolLk6HU4']"
77,10/20/2016 15:08,"['Reliance', 'Jio', 'FREE', '3']"
78,10/20/2016 15:06,"['Reliance', 'Jio', 'TRAI', 'http', 'www', 'jansatta', 'com', 'business', 'relia', 'nce', 'jios', 'aggressive', 'free', 'call', 'offer', 'gets', 'trai', 'clean', 'chit', '168793']"
79,10/20/2016 15:05,"['JioCare', 'How', 'much', 'time', 'taken', 'activate', 'jio', 'sim', 'completed', 'ekyc', 'My', 'Jio', '797621809']"
80,10/20/2016 15:05,"['Dia', 'Mirza', 'At', '18th', 'Jio', 'MAMI', 'Mumbai', 'Film', 'Festival', 'https', 'youtu', 'oueJ', 'MM4Cs']"
81,10/20/2016 15:04,"['jio', 'fujikof']"
82,10/20/2016 15:02,"['TRAI', 'TOIIndiaNews', 'ndtv', 'reliancejio', 'Thy', 'hd', 'giv', 'much', 'better', 'service', 'bcoz', 'Jio', 'For', 'r', 'standing', 'wid']"
83,10/20/2016 15:01,"['Jio', 'MAMI', '18th', 'Mumbai', 'Film', 'Festival', 'Star', 'http', 'dlvr', 'MVHvys']"
84,10/20/2016 15:00,"['ETTelecom', 'Reliance', 'Industries', 'profits', 'slump', '23', 'Jio', 'launch', 'http', 'telecom', 'economictimes', 'indiatimes', 'com', 'news', 'reliance', 'industries', 'profits', 'slump', '23', 'jio', 'launch', '54962909']"
85,10/20/2016 14:58,"['Ayyo', 'Jio']"
86,10/20/2016 14:58,"['Imran', 'Khan', 'At', '18th', 'Jio', 'MAMI', 'Mumbai', 'Film', 'Festival', 'https', 'youtu', 'XOGe5egehPI']"
87,10/20/2016 14:56,"['TRAI', '2', 'since', 'Jio', 'launched', 'n', 'alrdy', 'disheartened', 'cstmrs']"
88,10/20/2016 14:51,"['Lili', 'ndaa', 'mega', 'palote']"
89,10/20/2016 14:50,"['Amitabh', 'Bachchan', 'And', 'Jaya', 'Bachchan', 'At', '18th', 'Jio', 'MAMI', 'Mumbai', 'Film', 'Festival', 'https', 'youtu', 'N1y1mBeHonU']"
90,10/20/2016 14:50,"['Jio', '2', '4', 'http', 'fb', '4QgpSJt10']"
91,10/20/2016 14:47,"['No', 'pics', 'S1dharthM', 'jio', 'mami']"
92,10/20/2016 14:45,"['JioMAMI', 'http', 'gulflogbook', 'com', '53456', 'Jacqueline', 'Fernandez', 'host', 'opening', 'ceremony', 'JIO', 'MAMI', 'Film', 'Festival']"
93,10/20/2016 14:44,"['JioMAMI', 'http', 'gulflogbook', 'com', '07c4f', 'Jio', 'MAMI', 'jury', 'member', 'Tomasz', 'Wasilewski', 'I', 'love', 'watching', 'Mira', 'Nair', 'Monsoon', 'Wedding']"
94,10/20/2016 14:44,"['JioMAMI', 'http', 'gulflogbook', 'com', '1dec4', 'Cast', 'Jo', 'Jeeta', 'Wohi', 'Sikander', 'Reunite', 'Jio', 'Mami', 'After', '24', 'Years']"
95,10/20/2016 14:44,"['JioMAMI', 'http', 'gulflogbook', 'com', '827a1', 'Baahubali', '2', 'The', 'Conclusion', 'first', 'look', 'release', 'Jio', 'MAMI', 'Mela']"
96,10/20/2016 14:43,"['Kalki', 'Koechlin', 'At', '18th', 'Jio', 'MAMI', 'Mumbai', 'Film', 'Festival', 'https', 'youtu', 'cAOB1ojleM8']"
97,10/20/2016 14:42,"['S1dharthM', 'pls', 'post', 'pic', 'jio', 'mami']"
98,10/20/2016 14:41,"['Jio', 'sim']"
99,10/20/2016 14:38,"['Deleting', 'taking', 'time', 'Are', 'via', 'Jio', 'network', 'https', 'twitter', 'com', 'sidin', 'status', '7', '89072906919747585']"
100,10/20/2016 14:32,"['UPDATE', '3', 'India', 'Reliance', 'sees', 'strong', 'refining', 'margins', 'backed', 'solid', 'demand', 'Jio', 'telecoms', 'u', 'http', 'bit', 'ly', '2eLCmI4', 'MasterEnergy']"
101,10/20/2016 14:28,"['JioCare', 'Are', 'conning', 'customers', 'name', 'two', 'What', 'Jio', 'Preview', 'offer', 'Jio', 'welcome', 'offer', 'anyway', 'madversity', 'ShekharGupta']"
102,10/20/2016 14:27,"['2', '1', 'RT', '0', '0', '0', '0', '0', '0', '3', '3', 'http', 'utabami', 'com', 'TodaysTwitterL', 'ife']"
103,10/20/2016 14:25,"['Reliance', 'Jio', 'Launch', 'Trai', 'Meets', 'Telecom', 'Operators', 'Over', 'Interconnect', 'Issues', 'http', 'fb', '7e4JRlZJa']"
104,10/20/2016 14:21,"['JioCare', 'I', 'need', 'jio', 'fiber', 'boadband', 'connection', 'I', 'heard', 'planning', 'launch', 'FTH']"
105,10/20/2016 14:21,"['Revealed', 'Jio', 'slowest', '4G', 'service', 'India']"
106,10/20/2016 14:19,"['JiO', 'call', 'aur', 'internet', 'free', 'hai', '31', 'Dec']"
107,10/20/2016 14:17,"['Reliance', 'Jio', '4G', 'Welcome', 'Offer', 'Ends', '3', 'December', '2016', 'http', 'youtu', '6HURqYtG9Rw']"
108,10/20/2016 14:17,"['I', 'added', 'video', 'YouTube', 'playlist', 'http', 'youtu', '6HURqYtG9Rw', 'Reliance', 'Jio', '4G', 'Welcome', 'Offer', 'Ends', '3', 'December', '2016', 'Is', 'True']"
109,10/20/2016 14:13,"['Jio', 'Free', 'Welcome', 'Offer', 'Ends', 'Dec', '3', 'http', 'youtu', 'msFZwjKOL8E', 'via', 'YouTube']"
110,10/20/2016 14:07,"['Going', 'Icecream', 'store', 'Reliance', 'Jio', 'Sim', 'going', 'reliance', 'store', 'going', 'get', 'SIM', 'card', 'reliancejio']"
111,10/20/2016 14:01,[]
112,10/20/2016 13:58,"['Gurmeetramrahim', 'ji', 'Mehar', 'kro', 'Sache', 'Patshah', 'Jio', 'Siwa', 'Simran', 'Parmarth', 'Karn', 'Da', 'Ball', 'Bakhsho', 'Sone', 'Satguru', 'Ji', 'Har', 'pal', 'Teri', 'Yaad', 'vich', 'Gujre']"
113,10/20/2016 13:55,"['reliancejio', 'JioCare', 'Unable', 'make', 'outgoing', 'calls', 'Jio', 'othr', 'operators', 'Success', 'rate', 'less', '10', 'Please', 'resolve', 'TRAI']"
114,10/20/2016 13:50,"['Free', 'Voice', 'Data', 'benefits', 'JIO', 'WELCOME', 'OFFER', 'continue', 'till', '31st', 'December', '2016', 'https', 'goo', 'gl', 'fb', 'Q1nSPI']"
115,10/20/2016 13:50,"['Free', 'Voice', 'Data', 'benefits', 'JIO', 'WELCOME', 'OFFER', 'continue', 'till', '31st', 'December', '2016', 'http', 'www', 'ginktage', 'com', '2016', '10', 'free', 'v', 'oice', 'data', 'benefits', 'jio', 'welcome', 'offer', 'continue', 'till', '31st', 'december', '2016']"
116,10/20/2016 13:50,"['Anurag', 'Kashyap', 'At', '18th', 'Jio', 'MAMI', 'Mumbai', 'Film', 'Festival', 'https', 'youtu', 'oRh6W82EuTE']"
117,10/20/2016 13:47,"['Smartron', 'tphone', 'gets', 'better', 'Reliance', 'Jio', 'welcome', 'offer', 'http', 'netans', 'com', '2016', '10', '20', 'sma', 'rtron', 'tphone', 'reliance', 'jio', 'pic', 'twitter', 'com', 'U1GUNVk715']"
118,10/20/2016 13:47,"['POST', 'Don', 'Say', 'Bo', 'Jio', 'Your', 'Ultimate', 'A', 'Z', 'Bangkok', 'Cafes', 'Guide', 'PART', '6', 'http', 'bit', 'ly', '2bsAQZ3']"
119,10/20/2016 13:43,"['Jio', 'achieved', 'growth', 'faster', 'telecom', 'startup', 'world', 'created', 'world', 'record', '16million', 'subscribers']"
120,10/20/2016 13:42,"['Mia', 'Jio', 'http', 'fb', 'PbcRMiUF']"
121,10/20/2016 13:41,"['The', 'reality', 'Jio', 'SIM', 'come', 'end', 'year', 'Mark', 'words', '1GB', '50Rs', 'buhahahaha', 'P']"
122,10/20/2016 13:41,"['Jio', 'blames', 'rivals', '75', 'call', 'failure', 'network', 'http', 'www', 'ecoti', 'A', 'ktKa', 'via', 'economictimes']"
123,10/20/2016 13:41,"['Jio', 'le', 'lo', 'jio', 'pic', 'twitter', 'com', '3aZbGH6BpN']"
124,10/20/2016 13:38,"['Jio', 'terrific']"
125,10/20/2016 13:35,"['rajcheerfull', 'IAMAASHKA', 'EkmainaurEktu7', 'mnysha', 'give', 'jio', 'campaign', 'season', '10', 'live', 'feed', 'please', 'please', 'please', 'sir', 'something']"
126,10/20/2016 13:33,"['Amitabh', 'Bachchan']"
127,10/20/2016 13:31,"['JioCare', 'JioChat', 'After', 'activation', 'Jio', 'asked', 'recharge', 'activated', 'No', 'phone', 'call', 'internet', 'connectivity', 'Jio', 'No', '7908312021']"
128,10/20/2016 13:29,"['Jio', 'Barcode', 'Redeemed', 'Must', 'Watch', 'Jio', '4G', 'New', 'Technologies']"
129,10/20/2016 13:28,"['One', 'give', 'credit', 'Reliance', 'Jio', 'introducing', 'internet', 'many', 'people', 'afford', 'albeit', 'limited', 'time']"
130,10/20/2016 13:27,"['JIO', 'Sim', 'http', 'fb', '5JkE9U2Vz']"
131,10/20/2016 13:26,"['HanskIndia', 'kamaalrkhan', 'bhai', 'simple', 'download', 'jio', 'v', 'Aap', 'u', 'r', 'problem', 'solved']"
132,10/20/2016 13:26,"['Loot', 'ka', 'maal', 'Jio', 'mere', 'laal', 'https', 'twitter', 'com', 'JantaKaReporte', 'r', 'status', '789149189322125313']"
133,10/20/2016 13:22,"['JioCare', 'jio', '8317044188', 'actiated', 'stil', 'fed', 'got', 'sim', 'uge', 'problems', 'plz', 'activate', 'asap']"
134,10/20/2016 13:20,"['Trai', 'seal', 'Jio', 'offer', 'The', 'Telecom', 'Regulatory', 'Authority', 'India', 'Trai', 'today', 'gave', 'clean', 'chit', 'Reliance', 'http', 'bit', 'ly', '2eW6rnJ']"
135,10/20/2016 13:18,"['Abhay', 'Deol', 'At', '18th', 'Jio', 'MAMI', 'Mumbai', 'Film', 'Festival', 'https', 'youtu', 'Ci4DdhcvRV8']"
136,10/20/2016 13:17,"['Best', 'Indian', 'Films', 'watch', '18th', 'JIO', 'MAMI', 'MUMBAI', 'FILM', 'FESTIVAL', 'STAR', '2016', 'http', 'fb', '1pZXsAy0a']"
137,10/20/2016 13:15,[]
138,10/20/2016 13:14,"['Trai', 'seal', 'Jio', 'offer', 'http', 'newsboss', 'ly', 'ZdKevF']"
139,10/20/2016 13:12,"['Reliance', 'Jio', 'says', 'adding', '0', '6', '1', '1', 'million', 'customers', 'every', 'day', 'http', 'newsboss', 'ly', '9k0BAw']"
140,10/20/2016 13:11,"['After', 'successful', 'endorsement', 'campaigns', 'narendramodi', 'JIo', 'finds', 'another', 'BJP4India', 'Leader', 'market']"
141,10/20/2016 13:11,"['Trai', 'nod', 'Jio', 'free', 'offer', 'till', 'December', '3', 'http', 'newsboss', 'ly', 'DZhHM4']"
142,10/20/2016 13:10,"['Jio', 'Welcome', 'Offer', 'Now', 'Ends', '3rd', 'Dec', '2016', 'HINDI', 'https', 'youtu', '9ZUiHNjN', 'tI', 'via', 'YouTube']"
143,10/20/2016 13:10,"['shubham', 'italia', 'Jio', 'started', 'working', 'Mindblowing', 'speed', 'never', 'experienced', 'phone']"
144,10/20/2016 13:08,"['4aronchan', 'jackycjq', 'MiloKosongAis', 'notkaryen', 'walao', 'breakfast', 'jio', 'lah']"
145,10/20/2016 13:07,"['Customers', 'subscribing', 'Jio', 'services', 'December', '3', 'get', 'new', 'offers', 'http', 'www', 'ecoti', 'zJmuma', 'via', 'economictimes']"
146,10/20/2016 13:07,"['Get', '2', 'Year', 'Free', 'Unlimited', 'Internet', 'Calling', 'Jio', '4g', 'Offer', 'LYF', 'Flame', '7S', 'Phone', 'http', 'tricksnews', 'com', 'get', '2', 'year', 'fre', 'e', 'unlimited', 'internet', 'calling', 'jio', '4g', 'offer', 'lyf', 'flame', '7s', 'phone']"
147,10/20/2016 13:07,"['Jiwan', 'ek', 'rasta', 'h', 'Dhona', 'jisme', 'basta', 'hai', '4g', 'phone', 'mehnga', 'Or', 'Jio', 'ka', 'sym', 'sasta', 'h', 'Original', 'gdNyt']"
148,10/20/2016 13:06,"['Jio', 'Again', 'Blames', 'Incumbent', 'Telcos', 'For', 'Its', 'Poor', 'Service', 'http', 'bit', 'ly', '2exCFkR', 'binaryoptions']"
149,10/20/2016 13:03,"['Reliance', 'Jio', 'Offer', 'For', 'iPhone7', '12', 'Months', 'Free', 'Net', 'Calling', 'Unlimited', 'http', 'youtu', 'ySI9KNNDG3c', 'via', 'YouTube']"
150,10/20/2016 13:03,"['billytwj', 'kxthrina', 'TheDIYideas', 'YOU', 'JIO', 'KAT', 'OR', 'US']"
151,10/20/2016 13:03,"['Mr', 'Amitabh', 'Bachchan', 'Kiran', 'Rao', 'Attend', 'Jio', 'MAMI', '18th', 'Mumbai', 'Film', 'Festival', '2016', 'http', 'youtu', 'oYCDqpSqzEA', 'via', 'YouTube']"
152,10/20/2016 13:01,"['Actor', 'Reitesh', 'Deshmukh', 'Genelia', 'D', 'Souza', 'Attend', 'Jio', 'MAMI', '18th', 'Mumbai', 'Film', 'Festival', '2016', 'http', 'youtu', 'fx', 'SNbyUjh4', 'via', 'YouTube']"
153,10/20/2016 13:01,"['Meanwhile', 'bjp', 'mla', 'OPSharmaBJP', 'distributing', 'jio', 'sims', 'We', 'voted', 'pic', 'twitter', 'com', 'WmmdfsjAzY']"
154,10/20/2016 13:00,"['Actor', 'Imran', 'Khan', 'Attend', 'Jio', 'MAMI', '18th', 'Mumbai', 'Film', 'Festival', '2016', 'http', 'youtu', 'ALnOGy0PzRM', 'via', 'YouTube']"
155,10/20/2016 13:00,"['Supports', 'Reliance', 'Jio', 'SIM', 'Most', 'afffordable', '4G', 'VoLTE', 'phone', 'http', 'www', 'supersmartdeals', 'com', 'Deals', '24893', 'Sw', 'ipe', 'Elite', '2', 'Plus', 'Charcoal', 'Black', '8', 'GB', 'utm', 'source', 'Social', 'utm', 'medium', 'post', 'utm', 'campaign', 'mobiles', 'pic', 'twitter', 'com', 'SD43xjHH3w']"
156,10/20/2016 13:00,"['Trai', 'nod', 'Jio', 'free', 'offer', 'till', 'December', '3', 'http', 'mybs', '2TITFvR']"
157,10/20/2016 13:00,"['ETTelecom', 'Customers', 'subscribing', 'Reliance', 'Jio', 'services', 'Dec', '3', 'get', 'new', 'offers']"
158,10/20/2016 12:58,"['ArvindKejriwal', 'OK']"
159,10/20/2016 12:58,"['5G', 'India', 'Jio', 'Tata', 'DoCoMo', 'Tamil', 'Madan', 'Gowri', 'business', 'vlog', 'http', 'youtu', 'sAWwRsSSMOw', 'via', 'YouTube']"
160,10/20/2016 12:57,"['reliancejio', 'jio', 'number', '8317044188', 'activated', 'since', 'long', 'wid', 'huge', 'difficulty', 'recievd', 'dis', 'sim', 'use', 'still', 'plz', 'activa']"
161,10/20/2016 12:54,"['pathetic', 'connection', 'Jio', 'I', 'would', 'prefer', 'airtel', '2g', 'call', 'Jio4G', 'Not', 'even', 'normal', 'surfing', 'works', 'JioMAMI']"
162,10/20/2016 12:54,"['Better', 'call', 'connectivity', 'Jio', 'Users']"
163,10/20/2016 12:52,"['YLHCzAlUFcN10VJ', '01', '00', 'line']"
164,10/20/2016 12:52,"['izastweets10', 'mahnoor', 'OK', 'Dusra', 'hai', 'ab', 'ye', 'mat', 'bolna', 'ki', 'hasi', 'nahi', 'aayi', 'YE', 'LO', 'India', 'mein', 'Jio', 'Sim', 'Cards', 'mil', 'rha', 'hai', 'free', 'mein', 'Le', 'le', 'aake']"
165,10/20/2016 12:51,"['JioCare', 'I', 'call', 'jio', 'internet', 'speed', 'like', '2g', 'times', 'work', 'compete', 'telecoms', 'like', 'airtel']"
166,10/20/2016 12:48,"['So', 'according', 'TRAI', 'jio', '4G', 'speed', 'equal', '4G', 'jio', 'https', 'twitter', 'com', 'eotonow', 'status', '789182391046647812']"
167,10/20/2016 12:47,"['I', 'added', 'video', 'YouTube', 'playlist', 'http', 'youtu', 'TAnxxlwEcww', '5G', 'India', 'Jio', 'Tata', 'DoCoMo', 'English', 'Madan', 'Gowri', 'business', 'vlog']"
